Chile,72.995,75.21,68.568,67.266,73.991,95.839,118.985,145.205,149.647,149.027,150.361,160.442,169.244,179.238,183.909,240.041,240.309,250.951,262.953,276.484,292.019,331.25,352.664
China,"1,083.28","1,198.48","1,324.81","1,453.84","1,640.97","1,931.64","2,243.69","2,630.11","3,051.24","3,416.57","4,757.74","5,263.33","6,524.23","7,287.76","8,283.35","11,384.76","12,253.98","13,173.59","14,272.35","15,620.71","17,100.06","16,862.98","18,463.13"
Colombia,86.186,83.786,81.99,81.122,79.459,98.059,123.085,135.075,149.375,156.69,228.614,245.254,279.366,297.363,319.728,274.189,263.476,303.75,339.668,379.025,421.246,300.791,319.29
Comoros,0.223,0.202,0.22,0.252,0.325,0.363,0.388,0.402,0.436,0.472,0.525,0.571,0.635,0.682,0.733,0.589,0.625,0.668,0.717,0.769,0.834,1.281,1.363
"Congo, Democratic Republic of",4.319,4.303,5.155,5.539,5.681,6.539,7.096,8.543,8.953,9.954,11.104,12.304,14.525,15.975,17.352,0,0,0,0,0,0,0,0
"Congo, Republic of",2.354,3.22,2.794,3.02,3.571,4.349,5.981,7.399,6.06,6.878,8.632,12.142,13.186,12.783,12.671,0,0,0,0,0,0,0,0
Costa Rica,15.797,15.947,16.404,16.879,17.491,18.567,19.937,21.384,22.242,23.319,29.291,30.433,34.316,36.735,38.891,51.618,54.977,58.787,62.963,67.209,71.816,61.46,64.374
Côte d'Ivoire,12.573,10.448,10.554,11.527,13.764,15.501,16.373,17.339,18.658,20.225,22.909,24.747,28.002,30.172,32.546,31.27,34.284,37.908,41.84,45.956,50.86,68.845,75.075
Croatia,19.906,18.427,19.83,23.032,29.612,35.261,38.51,42.456,47.422,51.159,61.724,63.261,70.51,74.861,79.296,48.932,50.04,52.194,54.919,57.948,61.381,63.399,68.525
Cyprus,9.78,9.317,9.678,10.543,13.29,15.789,16.958,18.235,19.948,21.279,23.221,24.306,26.684,28.066,29.483,19.383,19.894,20.767,21.735,22.747,23.907,26.546,28.291
Czech Republic,60.192,56.717,61.843,75.276,91.358,108.214,123.981,141.801,160.448,172.504,189.669,201.333,229.512,245.565,264.418,182.462,189.982,196.987,201.46,203.527,206.851,276.914,302.061
Denmark,174.172,160.533,160.583,174.42,212.981,243.85,259.217,276.611,302.56,316.164,308.323,326.639,354.901,370.892,383.979,291.043,300.906,316.271,333.132,349.886,369.686,396.666,414.55
Djibouti,0.541,0.556,0.577,0.596,0.628,0.666,0.709,0.768,0.835,0.914,1.089,1.205,1.466,1.612,1.779,1.743,1.93,2.14,2.372,2.614,2.854,3.654,3.932
Dominica,0.265,0.269,0.264,0.253,0.258,0.272,0.285,0.3,0.313,0.327,0.376,0.389,0.425,0.445,0.465,0.538,0.559,0.577,0.598,0.621,0.646,0.571,0.628
Dominican Republic,17.601,20.059,21.943,21.625,16.459,18.435,29.092,31.6,33.119,33.843,44.716,45.219,51.474,54.91,58.575,66.575,69.908,73.41,77.088,80.95,85.005,89.502,97.371
Ecuador,16.674,15.934,21.25,24.899,28.636,32.636,36.489,40.447,42.292,44.962,55.613,59.618,65.757,69.463,73.444,98.925,101.698,104.773,108.468,112.418,116.105,104.483,109.975
Egypt,89.942,99.155,95.399,87.506,81.384,78.802,89.794,107.375,129.125,140.157,187.956,208.458,250.911,274.795,299.121,0,0,0,0,0,0,396.328,438.348
El Salvador,12.465,13.134,13.813,14.307,15.047,15.822,16.974,18.341,19.647,21.046,22.166,22.941,25.348,27.206,29.167,25.652,26.592,27.679,28.896,30.081,31.358,27.665,29.316
Equatorial Guinea,0.738,1.231,1.766,2.209,2.99,4.85,7.477,9.135,8.473,9.836,11.175,12.84,15.172,15.161,14.881,10.025,10.211,10.399,10.547,10.681,10.856,12.528,12.074
Eritrea,0.73,0.638,0.675,0.635,0.585,0.635,0.961,1.16,1.425,1.818,1.694,1.965,2.677,3.124,3.663,4.256,4.809,5.478,6.289,7.23,7.584,2.254,2.484
Estonia,5.571,5.627,6.192,7.306,9.592,11.646,13.753,16.41,19.573,21.925,18.045,17.473,18.62,19.803,21.09,22.934,24.224,25.869,27.646,29.537,31.856,36.039,39.542
Ethiopia,7.604,7.9,7.879,7.428,8.03,9.485,11.373,13.315,15.646,17.311,33.92,33.144,35.509,37.891,40.432,63.022,70.171,77.438,84.407,91.98,100.324,92.757,0
Fiji,1.868,1.653,1.662,1.811,2.239,2.627,2.816,2.977,3.154,3.301,3.048,3.063,3.336,3.504,3.683,4.526,4.747,4.973,5.214,5.47,5.739,4.639,5.01
Finland,130.948,122.222,125.269,135.972,165.031,189.411,195.785,210.837,225.434,235.106,242.328,252.911,271.393,281.948,293.345,230.685,237.111,246.361,256.596,267.335,281.26,296.016,314.538
France,"1,456.80","1,333.04","1,341.39","1,463.90","1,804.99","2,059.71","2,127.17","2,231.63","2,401.44","2,512.69","2,634.82","2,745.49","2,907.44","2,998.97","3,089.18","2,422.65","2,488.38","2,586.57","2,690.48","2,801.75","2,940.19","2,940.43","3,140.03"
Gabon,4.669,5.096,4.709,4.97,6.08,7.188,8.681,9.124,9.337,9.776,10.936,12.906,14.042,14.209,14.693,13.8,14.24,15.478,16.648,17.773,18.899,18.293,19.632
"Gambia, The",0.432,0.421,0.418,0.37,0.353,0.401,0.461,0.507,0.557,0.606,0.726,0.76,0.835,0.882,0.944,0,0,0,0,0,0,0,0
Georgia,2.803,3.042,3.205,3.395,3.992,5.111,6.393,7.83,9.279,10.52,10.981,10.761,12.291,13.293,14.377,13.753,14.27,15.677,17.074,18.632,20.331,17.846,19.688
Germany,"2,146.43","1,905.80","1,892.60","2,024.06","2,444.28","2,744.22","2,791.74","2,897.03","3,080.55","3,184.13","3,235.46","3,325.76","3,397.87","3,443.06","3,485.90","3,371.00","3,472.51","3,595.41","3,721.37","3,846.70","4,004.94","4,230.17","4,557.35"
Ghana,7.71,4.977,5.309,6.16,7.624,8.872,10.72,12.894,14.988,16.872,14.761,15.302,19.88,21.199,22.631,37.679,42.295,46.921,51.233,54.993,58.288,75.487,82.018
Greece,158.291,146.549,150.459,170.943,222.323,264.493,284.226,307.709,341.826,367.052,338.25,352.51,367.41,377.199,387.042,192.98,192.515,201.336,211.9,222.361,234.579,211.645,224.894
Grenada,0.38,0.41,0.395,0.408,0.444,0.426,0.504,0.529,0.571,0.617,0.683,0.709,0.762,0.799,0.844,0.957,1.005,1.055,1.108,1.164,1.223,1.083,1.16
Guatemala,18.316,19.288,21.043,23.309,24.898,27.27,31.789,35.304,37.922,40.635,36.471,36.531,39.017,40.468,41.885,63.218,66.401,70.525,75.129,79.96,85.228,83.305,89.214
Guinea,3.461,3.112,3.039,3.21,3.624,3.97,3.331,3.317,3.597,3.759,4.436,4.547,5.378,5.868,6.377,6.733,7.067,7.587,8.165,8.71,10.326,16.724,18.223
Guinea-Bissau,0.224,0.216,0.199,0.204,0.236,0.27,0.302,0.305,0.342,0.362,0.438,0.464,0.515,0.546,0.578,1.035,1.116,1.208,1.313,1.426,1.563,1.592,1.721
Guyana,0.696,0.712,0.695,0.723,0.745,0.786,0.818,0.87,0.934,0.994,1.196,1.267,1.456,1.558,1.658,3.203,3.411,3.603,3.802,4.012,4.223,7.395,9.837
Haiti,3.972,3.514,3.416,3.097,2.684,3.531,3.983,4.473,5.091,5.633,6.908,7.277,7.943,8.256,8.669,8.797,8.924,9.339,9.83,10.397,10.97,20.143,18.825
Honduras,5.374,5.954,6.321,6.502,6.86,7.454,8.294,8.981,9.859,10.589,14.581,15.757,18.151,19.873,21.707,19.941,20.457,20.999,21.646,22.357,23.101,26.325,27.923
Hong Kong SAR,163.288,168.754,166.541,163.709,158.473,165.823,177.784,189.538,201.797,213.915,208.847,220.828,243.899,257.357,271.4,307.79,322.166,339.378,358.665,379.776,405.781,369.722,389.977
Hungary,48.044,47.958,53.317,66.71,84.419,102.159,111.568,114.273,125.024,131.546,124.241,132.384,149,157.976,166.299,118.49,124.012,130.636,137.335,143.759,150.095,180.959,198.992
Iceland,8.681,8.678,7.894,8.825,10.838,13.063,16.081,16.579,17.718,17.795,11.781,11.658,11.864,12.135,12.527,16.738,17.775,18.588,19.267,19.757,19.991,25.476,27.172
India,440.76,461.329,473.867,494.848,576.547,667.342,780.784,886.867,984.21,"1,079.90","1,242.64","1,339.49","1,583.43","1,740.41","1,908.33","2,182.58","2,384.73","2,607.41","2,846.16","3,131.95","3,443.60","2,946.06","3,250.08"
Indonesia,154.705,165.521,160.657,195.593,234.834,257.005,286.957,364.239,407.521,444.29,514.931,568.589,661.113,716.887,777.89,872.615,875.75,950.438,"1,021.23","1,103.29","1,193.91","1,150.25","1,247.35"
"Iran, Islamic Republic of",104.656,96.44,115.435,116.421,133.969,161.261,188.479,212.492,225.929,241.006,331.757,358.878,403.811,427.594,454.918,0,0,0,0,0,0,0,0
Ireland,96.667,96.609,104.57,122.724,157.119,183.473,200.769,222.08,250.237,266.997,226.771,226.32,232.09,237.912,243.05,227.498,240.454,254.356,267.745,280.731,295.976,516.253,550.518
Israel,108.285,121,118.659,109.382,115.26,122.503,129.841,140.195,149.046,158.397,215.727,222.898,244.806,257.14,270.446,298.866,312.434,319.393,325.563,331.085,339.065,467.532,501.409
Italy,"1,202.40","1,100.56","1,118.32","1,223.24","1,510.06","1,728.86","1,772.77","1,852.59","1,993.72","2,075.93","2,089.56","2,172.44","2,246.55","2,296.21","2,355.35","1,819.05","1,867.57","1,932.94","1,997.84","2,061.97","2,143.80","2,120.23","2,272.27"
Jamaica,7.316,7.467,7.894,8.08,7.814,8.801,9.398,10.565,11.013,11.443,11.923,12.363,13.297,13.873,14.694,13.823,14.128,14.713,15.426,16.213,17.084,14.857,15.63
Japan,"4,384.27","4,668.79","4,097.96","3,925.11","4,234.92","4,608.14","4,557.12","4,367.46","4,302.09","4,453.39","5,048.63","5,187.46","5,410.70","5,591.43","5,791.63","4,116.24","4,170.64","4,342.16","4,446.33","4,590.91","4,746.88","5,103.11","5,383.68"
Jordan,8.149,8.461,8.975,9.582,10.196,11.398,12.712,14.318,16.035,17.589,22.556,24.405,28.802,31.028,33.304,38.21,40.891,43.821,46.937,50.276,53.852,45.344,47.5
Kazakhstan,16.955,18.275,22.135,24.599,30.86,43.152,57.124,77.237,91.61,108.171,107.038,120.75,154.444,173.084,199.333,195.005,173.199,195.269,218.887,243.072,268.657,194.024,203.666
Kenya,12.883,12.316,13.059,13.191,15.036,16.199,18.73,23.187,26.404,29.288,30.212,34.466,45.226,49.787,55.078,63.121,68.866,76.758,85.263,94.303,104.043,109.491,116.641
Kiribati,0.054,0.047,0.045,0.049,0.058,0.058,0.056,0.06,0.062,0.063,0.114,0.116,0.122,0.126,0.129,0.164,0.166,0.169,0.173,0.175,0.18,0.232,0.245
Korea,445.557,511.961,481.979,547.856,608.337,681.227,791.572,888.267,942.975,"1,000.53",800.294,855.384,"1,005.74","1,087.25","1,167.69","1,392.95","1,450.05","1,545.81","1,649.08","1,763.36","1,898.76","1,823.85","1,907.66"
Kuwait,30.123,37.721,34.901,38.14,47.835,59.268,80.78,96.132,95.408,103.678,114.878,135.367,154.047,164.479,174.939,123.228,128.538,141.776,155.529,167.562,178.517,132.266,138.78
Kyrgyz Republic,1.267,1.368,1.525,1.606,1.919,2.215,2.46,2.822,3.287,3.646,4.681,4.779,5.54,5.899,6.323,7.158,7.659,8.301,8.991,9.715,10.43,8.15,8.928
Lao People's Democratic Republic,1.473,1.735,1.762,1.83,2.149,2.508,2.887,3.437,3.998,4.448,5.721,6.053,7.069,7.688,8.374,0,0,0,0,0,0,0,0
Latvia,7.289,7.833,8.313,9.315,11.186,13.737,15.826,19.621,24.127,27.79,24.198,22.145,23.233,24.461,25.732,27.822,29.288,31.416,33.696,36.003,38.834,37.199,40.83
Lebanon,17.01,16.822,17.212,18.717,19.802,21.369,21.428,22.622,23.646,24.964,32.66,35.214,40.474,43.163,45.994,54.395,57.028,59.411,62.206,66.123,70.286,0,0
Lesotho,0.919,0.828,0.699,0.759,1.118,1.392,1.491,1.634,1.746,1.902,1.624,1.695,1.842,1.92,1.999,2.035,2.096,2.235,2.408,2.538,2.682,2.478,2.592
Liberia,0.4,0.529,0.515,0.543,0.41,0.46,0.529,0.622,0.663,0.72,0.868,0.914,1.194,1.413,1.665,2.015,2.109,2.282,2.499,2.733,2.984,3.384,3.664
Libya,33.957,36.125,32.199,19.832,24.015,30.475,41.685,50.33,60.751,71.787,60.609,74.68,90.605,99.912,109.604,29.721,32.38,36.581,41.529,46.746,53.805,27.3,29.202
Lithuania,10.84,11.418,12.146,14.134,18.558,22.508,25.667,29.784,35.37,39.172,35.964,34.884,37.627,39.406,41.173,41.776,44.614,48.051,50.503,53.269,56.8,62.635,67.659
Luxembourg,21.216,20.329,20.216,22.743,28.957,33.564,36.621,40.577,45.751,48.976,46.513,47.035,51.197,53.59,56.04,57.929,61.257,65.169,69.332,73.645,78.827,83.771,89.683
"Macedonia, Former Yugoslav Republic of",3.675,3.583,3.437,3.769,4.631,5.377,5.775,6.248,7.02,7.548,8.825,9.3,10.946,11.74,12.566,0,0,0,0,0,0,0,0
Madagascar,3.723,3.866,4.527,4.557,5.464,4.359,5.034,5.489,6.193,6.581,8.974,9.039,10.384,11.477,12.692,9.514,9.17,9.75,10.405,11.13,11.89,14.101,15.402
Malawi,1.776,1.743,1.717,1.935,1.765,1.903,2.076,2.238,2.4,2.573,4.909,5.555,7.156,8.296,9.679,6.388,6.149,6.489,6.898,7.374,7.912,12.15,12.008
Malaysia,79.148,90.32,88.001,95.266,103.992,118.461,130.835,150.923,160.563,171.829,207.35,216.181,248.835,270.36,293.746,313.479,350.992,392.439,437.428,487.731,544.418,371.114,415.375
Maldives,0.589,0.624,0.625,0.641,0.692,0.806,0.795,0.988,1.089,1.189,1.343,1.444,1.666,1.784,1.914,3.031,3.228,3.483,3.768,4.086,4.434,4.573,5.296
Mali,2.921,2.674,3.018,3.343,4.429,4.944,5.412,6.191,6.836,7.36,8.757,9.557,10.853,11.541,12.333,10.954,11.882,12.913,13.967,15.037,16.13,19.563,21.261
Malta,3.646,3.571,3.632,3.882,4.92,5.428,5.667,6.085,6.195,6.53,7.714,8.103,8.85,9.254,9.668,9.19,9.721,10.343,10.997,11.656,12.432,16.695,18.209
Mauritania,1.195,1.081,1.122,1.15,1.285,1.495,1.857,2.663,2.644,2.858,3.241,3.445,4.949,5.582,6.045,4.677,4.794,5.138,5.514,5.925,6.291,9.164,9.336
Mauritius,4.193,4.522,4.536,4.515,5.159,5.93,6.206,6.402,7.021,7.42,9.156,8.952,10.146,10.847,11.629,11.567,12.145,12.902,13.699,14.526,15.51,10.998,11.954
Mexico,480.593,580.791,621.859,648.629,638.745,683.486,767.69,840.012,897.315,951.733,866.336,952.575,"1,097.85","1,186.61","1,273.56","1,161.48","1,187.05","1,251.25","1,322.92","1,404.92","1,495.66","1,285.52","1,371.64"
Moldova,1.171,1.289,1.48,1.662,1.981,2.598,2.988,3.242,3.571,3.945,5.328,4.748,5.3,5.634,6.052,6.188,6.498,7.009,7.567,8.235,8.998,12.396,13.315
Mongolia,0.906,0.947,1.018,1.121,1.285,1.625,2.094,2.803,3.183,3.32,4.212,4.355,5.775,7.516,7.595,12.409,12.96,13.699,14.82,16.069,17.871,14.28,15.83
Morocco,35.249,33.335,33.901,36.093,43.813,50.031,51.621,57.407,62.311,67.493,90.775,98.308,112.455,120.288,128.427,103.075,109.912,117.551,126.147,135.994,146.854,126.035,132.645
Mozambique,4.091,3.719,3.697,4.094,4.789,5.913,6.636,7.296,7.839,8.366,9.654,9.605,11.186,12.031,12.755,16.985,19.043,21.244,23.735,26.495,32.223,15.833,16.759
Myanmar,8.487,8.905,6.478,6.778,10.467,10.786,12.151,13.002,13.713,14.263,26.523,27.856,30.733,32.286,33.92,65.775,71.275,79.046,87.474,96.408,106.221,66.74,63.052
Namibia,3.384,3.416,3.218,3.128,4.474,5.61,6.061,6.316,6.72,7.272,9.039,9.251,9.865,10.138,10.414,12.855,13.703,14.924,16.215,17.37,18.661,12.213,13.122
Nepal,5.034,5.494,5.596,5.568,5.873,6.757,7.515,7.994,8.617,9.366,13.14,15.266,19.097,20.855,22.757,21.356,24.067,26.388,28.555,30.271,32.1,34.265,36.296
Netherlands,411.997,386.204,400.998,439.357,539.343,609.038,629.911,663.119,720.94,759.491,789.675,823.64,854.871,876.58,902.03,750.782,782.934,818.492,855.637,893.292,940.749,"1,007.56","1,070.75"
New Zealand,56.993,52.414,51.416,59.901,79.343,97.646,108.417,103.38,114.331,118.611,109.563,117.659,123.024,126.316,129.843,170.59,165.476,172.115,179.016,185.929,194.677,247.64,267.636
Nicaragua,3.74,3.939,4.102,4.025,4.1,4.496,4.91,5.369,5.689,6.067,6.298,6.363,6.589,6.851,7.125,12.321,13.089,13.872,14.702,15.581,16.513,13.397,13.948
Niger,2.021,1.803,1.947,2.177,2.736,2.948,3.403,3.55,3.974,4.285,5.323,5.876,7.099,7.565,8.076,7.119,7.652,8.479,9.378,10.274,11.4,15.637,17.261
Nigeria,37.331,45.737,47.683,46.09,57.564,71.533,98.564,115.35,127.088,146.5,165.437,185.835,215.126,232.736,251.306,492.986,484.895,508.528,534.715,565.231,594.992,480.482,555.346
Norway,159.093,168.671,170.982,193.175,225.307,258.986,301.735,335.281,349.165,365.775,368.962,404.213,428.127,441.282,454.533,397.59,394.776,415.19,436.472,453.441,470.99,445.507,458.398
Oman,15.711,19.868,19.949,20.325,21.784,24.749,30.835,35.992,38.345,42.436,52.335,59.657,67.539,71.594,76.1,60.179,60.632,65.155,69.107,72.115,74.402,80.611,85.719
Pakistan,71.248,74.08,71.457,71.854,82.592,98.094,110.97,128.996,141.378,154.677,166.513,178.723,194.27,205.926,219.322,270.961,0,0,0,0,0,0,0
Panama,11.456,11.621,11.808,12.272,12.933,14.179,15.483,17.113,18.627,20.474,24.754,26.452,31.968,35.293,38.809,47.473,51.525,56.026,61.149,66.299,71.679,60.121,64.366
Papua New Guinea,3.462,3.528,3.082,2.902,3.503,3.514,4.011,4.338,4.326,4.304,8.2,8.389,8.822,9.077,9.077,17.995,18.191,18.924,19.858,21.043,22.366,26.461,28.31
Paraguay,7.301,7.095,6.446,5.091,5.552,6.95,7.473,8.773,9.206,9.735,13.611,14.284,15.939,17.257,18.788,29.065,30.094,31.441,32.84,34.237,35.722,36.973,39.197
Peru,51.553,53.323,53.933,57.04,61.49,69.663,79.394,93.268,100.596,107.656,127.368,139.502,142.051,152.802,164.355,179.911,180.375,193.59,207.923,221.314,235.091,225.858,231.691
Philippines,76.157,75.912,71.216,76.814,79.634,86.703,98.371,116.931,133.319,143.923,158.702,171.078,190.014,200.928,212.469,299.314,330.232,366.753,407.942,454.796,507.251,385.737,406.107
Poland,167.942,171.319,190.333,198.029,216.545,252.668,303.161,338.689,364.834,390.679,422.965,432.254,476.825,504.989,535.655,481.235,508.857,540.186,577.055,617.513,663.519,655.332,720.35
Portugal,121.823,112.98,115.812,127.906,156.712,179.377,185.644,194.989,211.718,222.401,219.844,228.58,236.978,242.136,246.824,197.51,204.186,212.015,219.857,227.453,237.171,251.709,271.191
Qatar,12.393,17.76,17.538,19.363,23.534,31.734,42.463,52.722,57.294,69.051,92.541,128.181,161.313,170.858,178.953,192.077,192.214,212.121,232.669,251.129,267.515,169.184,180.883
Romania,35.729,37.06,40.188,45.825,59.506,75.487,98.566,121.901,157.647,184.456,160.674,166.01,211.43,243.392,274.083,174.922,183.37,196.786,211.094,225.12,242.889,287.279,314.876
Russia,195.907,259.702,306.583,345.486,431.429,591.861,763.878,979.048,"1,166.56","1,344.54","1,254.65","1,363.98","1,706.34","1,896.68","2,127.58","1,235.86","1,178.92","1,309.27","1,447.26","1,613.84","1,791.79","1,647.57","1,703.53"
Rwanda,1.909,1.794,1.704,1.732,1.684,1.835,2.153,2.397,2.684,2.986,5.011,5.32,6.182,6.697,7.251,8.468,9.228,10.091,11.105,12.132,13.335,10.395,11.035
Samoa,0.218,0.22,0.232,0.256,0.284,0.309,0.34,0.365,0.387,0.412,0.567,0.595,0.673,0.717,0.769,0.867,0.9,0.912,0.941,0.976,1.016,0.78,0.808
São Tomé and Príncipe,0.047,0.046,0.048,0.054,0.059,0.064,0.072,0.079,0.09,0.098,0.189,0.197,0.221,0.237,0.258,0.326,0.356,0.382,0.413,0.453,0.5,0.534,0.573
Saudi Arabia,161.172,188.693,183.257,188.803,214.859,250.673,309.945,348.604,354.924,377.193,379.5,442.765,514.836,556.532,601.387,632.073,643.234,694.517,749.201,799.75,848.557,842.588,876.148
Senegal,5.151,4.693,4.882,5.352,6.828,7.958,8.615,9.242,10.359,11.237,12.61,13.517,15.422,16.412,17.473,13.988,15.197,16.744,18.504,20.464,22.828,27.576,30.039
Serbia,0,8.963,11.759,15.831,20.34,24.518,26.232,31.589,35.967,38.516,42.385,44.592,51.111,55.836,61.11,36.555,37.74,39.804,42.946,46.258,50.031,60.669,65.697
Seychelles,0.623,0.615,0.622,0.698,0.706,0.7,0.723,0.749,0.698,0.727,0.656,0.791,0.931,1.011,1.084,1.375,1.471,1.555,1.649,1.738,1.825,1.288,1.751
